Precio(€),Nombre,Procesador,Ranking Procesador,RAM (GB),Disco duro,Pantalla,Gráfica
1949.0,Gigabyte AERO 15 KB-7ES1130SH,Intel Core i7-10750H,126,16 GB,512GB SSD,"15.6""",RTX 2060
1492.69,Gigabyte AERO 15 OLED SA-7ES5130SH,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",GTX 1660
2099.0,Gigabyte AERO 15 OLED SA-7ES5130SH,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1660Ti
2299.0,Gigabyte AERO 15 OLED WA-7ES5130SD,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX 2060
1568.59,Gigabyte AERO 15 OLED WA-7ES5130SD,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2060
1684.89,Gigabyte AERO 15 OLED XA-7ES5130SD,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2070
2799.0,Gigabyte AERO 15 OLED XB-8ES51B0SP,Intel Core i7-10875H,31,16 GB,512GB SSD,"15.6""",RTX 2070 SUPER
3299.0,Gigabyte AERO 15 OLED XB-9ES5450SP,Intel Core i9-10980HK,112,32 GB,1TB SSD,"15.6""",RTX 2070 SUPER
3669.0,Gigabyte AERO 15 OLED YB-9ES5430SP,Intel Core i9-10980HK,112,32 GB,512GB SSD,"15.6""",RTX 2080 SUPER
4499.0,Gigabyte AERO 15 OLED YB-9ES5750SP,Intel Core i9-10980HK,112,64 GB,1TB SSD,"15.6""",RTX 2080 SUPER
2499.0,Gigabyte AERO 15 XA-7ES2130SH,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",RTX 2070Q
1885.59,Gigabyte AERO 15 XA-7ES2130SH,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2070Q
2249.0,Gigabyte AERO 15 XB-7ES1130SH,Intel Core i7-10750H,126,16 GB,512GB SSD,"15.6""",RTX 2070 SUPER
1474.69,Gigabyte Aero 15-WA-7ES0250P,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2060
2749.0,Gigabyte Aero 15-X9-7ES4210P,Intel Core i7-8750H,274,32 GB,1TB SSD,"15.6""",RTX2070Q
1733.99,Gigabyte Aero 15-XA-7ES5250P,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2070Q
3599.0,Gigabyte AERO 17 HDR WB-8ES4130SH,Intel Core i7-10875H,31,16 GB,512GB SSD,"17.3""",RTX 2070
3489.0,Gigabyte AERO 17 HDR XB-9ES4450SP,Intel Core i9-10980HK,112,32 GB,1TB SSD,"17.3""",RTX 2070 SUPER
3799.0,Gigabyte AERO 17 HDR YA-7ES4450S,Intel Core i7-9750H,229,32 GB,1TB SSD,"17.3""",RTX 2080
2099.0,Gigabyte AERO 17 KB-7ES1130SH,Intel Core i7-10750H,126,16 GB,512GB SSD,"17.3""",RTX 2060
1998.99,Gigabyte AERO 17 SA-7ES1130SO,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",GTX 1660Ti
1949.0,Gigabyte AERO 17 SB-7ES1130SH,Intel Core i7-10750H,126,16 GB,512GB SSD,"17.3""",GTX 1660Ti
2198.99,Gigabyte AERO 17 WA-7ES1130SQ,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",RTX 2060
1699.0,Gigabyte Aorus 15-SA-7ES0250D,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1660Ti
1431.89,Gigabyte Aorus 15-WA-7ES0252W,Intel Core i7-9750H,229,16 GB,2TB+512GB SSD,"15.6"" Reacondicionado",RTX2060
1485.59,Gigabyte Aorus 15-XA-7ES5252W,Intel Core i7-9750H,229,16 GB,2TB+512GB SSD,"15.6"" Reacondicionado",RTX2070
2299.0,Gigabyte AORUS 17 XA-7ES2130D,Intel Core i7-9750H,229,16 GB,512GB SSD,"17.3""",RTX 2070
3899.0,Gigabyte AORUS 17 YA-9ES2452SH,Intel Core i9-9980HK,130,32 GB,2TB+1TB SSD,"17.3""",RTX 2080
1299.0,Gigabyte Aorus 5-NA-7ES1330SH,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6""",GTX 1650
1399.0,Gigabyte Aorus 7,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3""",GTX 1660Ti
1206.44,Gigabyte Aorus 7,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3"" Reacondicionado",GTX 1660Ti
1159.84,Gigabyte Aorus 7 SA-7ES1131SH,Intel Core i7-9750H,229,16 GB,1TB+512GB SSD,"17.3"" Reacondicionado",GTX 1660Ti
1452.19,Gigabyte Classic-WA-7ES1130SD,Intel Core i7-9750H,229,16 GB,512GB SSD,"15.6"" Reacondicionado",RTX 2060
959.0,Gigabyte Sabre 15-G,Intel Core i7-8750H,274,16 GB,1TB,"15.6""",GTX1050
1399.0,Gigabyte Sabre 15-W,Intel Core i7-8750H,274,16 GB,1TB+256GBSSD,"15.6""",GTX1060
599.0,HP 14-CF1003NS,Intel Core i5-8265U,548,16 GB,512GB SSD,"14""",
289.0,HP 14-CM0002NS,AMD A9-9425,1505,4 GB,128GB SSD,"14""",
337.59,HP 14-CM0002NS,AMD A9-9425,1505,4 GB,128GB SSD,"14"" Reacondicionado",
428.99,HP 14-DK0014NS,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"14""",
538.99,HP 14-DK0016NS,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"14""",
421.34,HP 14-DK0016NS,AMD Ryzen 5 3500U,454,8 GB,256GB SSD,"14"" Reacondicionado",
445.58,HP 15-AY007NS,Intel Core i3-5005U,1308,4 GB,1TB,"15.6""",
418.59,HP 15-BS010NS,Intel Core i3-6006U,1245,4 GB,128GB SSD,"15.6""",
553.59,HP 15-BS035NS,Intel Core i5-7200U,991,8 GB,1TB,"15.6""",
589.0,HP 15-BS036NS,Intel Core i5-7200U,991,8 GB,1TB,"15.6""",
279.0,HP 15-BS0524NS,Intel Celeron N3060,1923,4 GB,128GB SSD,"15.6""",
409.0,HP 15-BS156NS,Intel Core i3-5005U,1308,4 GB,128GB SSD,"15.6""",
283.59,HP 15-DA0001NS,Intel Celeron N4000,1531,4 GB,500GB,"15.6""",
409.0,HP 15-DA0025NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,"15.6""",
471.59,HP 15-DA0030NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
485.59,HP 15-DA0047NS,Intel Core i5-8250,"[[572, 'Intel Core i5-8250U'], [304, 'Intel Core i5-8500']]",8 GB,256GB SSD,"15.6""",
646.6,HP 15-DA0070NS,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
518.49,HP 15-DA0078NS,Intel Core i7-8550,"[[590, 'Intel Core i7-8550U'], [230, 'Intel Core i7-9850H']]",8 GB,256GB SSD,"15.6"" Reacondicionado",MX130
443.89,HP 15-DA0145NS,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6"" Reacondicionado",
559.0,HP 15-DA0146NS,Intel Core i5-7200U,991,8 GB,1TB+128GB SSD,"15.6""",
666.59,HP 15-DA0147NS,Intel Core i5-7200U,991,8 GB,512GB SSD,"15.6""",
279.59,HP 15-DA0170NS,Intel Celeron N4000,1531,4 GB,500GB,"15.6""",
212.14,HP 15-DA0170NS,Intel Celeron N4000,1531,4 GB,500GB,"15.6"" Reacondicionado",
282.24,HP 15-DA0186NS,Intel Core i3-7020U,1167,4 GB,500GB,"15.6"" Reacondicionado",
399.0,HP 15-DA0188NS,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6"" Negro",
389.0,HP 15-DA0195NS,Intel Core i3-7020U,1167,8 GB,128GBSSD,"15.6""",
369.0,HP 15-DA0199NS,Intel Core i3-7020U,1167,8 GB,500GB,"15.6""",
430.0,HP 15-DA0200NS,Intel Core i3-7020U,1167,8 GB,1TB,"15.6""",
392.24,HP 15-DA0200NS,Intel Core i3-7020U,1167,8 GB,1TB,"15.6"" Reacondicionado",
499.0,HP 15-DA0203NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
409.24,HP 15-DA0204NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
399.0,HP 15-DA0223NS,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6"" Malva",
491.6,HP 15-DA0229NS,Intel Core i3 7020U,"[[1167, 'Intel Core i3-7020U'], [1109, 'Intel Core i3-7100U']]",12 GB,1TB,"15.6""",
476.59,HP 15-DA0230NS,Intel Core i3 7020U,"[[1167, 'Intel Core i3-7020U'], [1109, 'Intel Core i3-7100U']]",8 GB,1TB+128SSD,"15.6""",
441.09,HP 15-DA0230NS,Intel Core i3 7020U,"[[1167, 'Intel Core i3-7020U'], [1109, 'Intel Core i3-7100U']]",8 GB,1TB+128SSD,"15.6"" Reacondicionado",
357.14,HP 15-DA0245NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
599.0,HP 15-DA0722NS,Intel Core i7-7500U,937,8 GB,256GB SSD,"15.6""",
538.99,HP 15-DA0742NS,Intel Core i5-7200U,991,8 GB,1TB,"15.6""",
647.59,HP 15-DA0759NS,Intel Core i5-7200U,991,12 GB,256GB SSD,"15.6""",
582.59,HP 15-DA0769NS,Intel Core i7-7500U,937,8 GB,1TB,"15.6""",
799.0,HP 15-DA1020NS,Intel Core i7-8565U,508,12 GB,1TB+256GB SSD,"15.6""",
799.0,HP 15-DA1021NS,Intel Core i7-8565U,508,16 GB,1TB+256GB SSD,"15.6""",
562.59,HP 15-DA1032NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
549.0,HP 15-DA1043NS,Intel Core i5-8265U,548,8 GB,1TB,"15.6""",MX110
489.24,HP 15-DA1043NS,Intel Core i5-8265U,548,8 GB,1TB,"15.6"" Reacondicionado",MX110
655.15,HP 15-DA1047NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",MX110
659.58,HP 15-DA1056NS,Intel Core i5-8265U,548,12 GB,1TB+256GB SSD,"15.6""",
799.0,HP 15-DA1058NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
901.47,HP 15-DA1064NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",MX130
273.59,HP 15-DA1069NS,Intel Celeron N4000,1531,4 GB,500GB,"15.6""",
698.99,HP 15-DA1071NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6"" Plata",
255.59,HP 15-DA1080NS,Intel Celeron N4000,1531,8 GB,128GB SSD,"15.6"" Reacondicionado",
589.0,HP 15-DA1102NS,Intel Core i5-8265U,548,8 GB,512GB SSD,"15.6""",
799.0,HP 15-DA1103NS,Intel Core i7-8565U,508,8 GB,1TB,"15.6""",MX130
419.0,HP 15-DA142NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,"15.6""",
330.04,HP 15-DA142NS,Intel Core i3-7020U,1167,8 GB,128GB SSD,"15.6"" Reacondicionado",
416.59,HP 15-DB0018NS,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
375.6,HP 15-DB0021NS,AMD A9-9425,1505,8 GB,1TB,"15.6""",Radeon 520
378.58,HP 15-DB0022NS,AMD A9-9425,1505,8 GB,1TB,"15.6""",Radeon 520
474.82,HP 15-DB0100NS,AMD A9-9425,1505,8 GB,256 SSD,"15.6""",
299.0,HP 15-DB0109NS,AMD A9-9425,1505,8 GB,256GB SSD,"15.6""",
259.0,HP 15-DB0110NS,AMD A6-9225,1557,4 GB,1TB,"15.6""",
379.0,HP 15-DW0031NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6""",
333.64,HP 15-DW0031NS,Intel Core i3-7020U,1167,8 GB,256GB SSD,"15.6"" Reacondicionado",
499.0,HP 15-DW0033NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"15.6""",
599.0,HP 15-DW0035NS,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
399.0,HP 15-DW0042NS,Intel Core i3-8130U,904,8 GB,256GB SSD,"15.6""",
376.04,HP 15-DW0042NS,Intel Core i3-8130U,904,8 GB,256GB SSD,"15.6"" Reacondicionado",
399.0,HP 15S-EQ0004NS,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6""",
399.0,HP 15S-EQ0011NS,AMD Ryzen 3 3200U,857,8 GB,512GB SSD,"15.6""",
376.04,HP 15S-EQ0011NS,AMD Ryzen 3 3200U,857,8 GB,512GB SSD,"15.6"" Reacondicionado",
299.0,HP 15S-EQ0012NS,AMD Athlon 300U,851,8 GB,256GB SSD,"15.6""",
399.0,HP 15S-EQ1020NS,AMD Ryzen 3 3250U,"[[857, 'AMD Ryzen 3 3200U'], [387, 'AMD Ryzen 5 3580U']]",8 GB,512GB SSD,"15.6""",
927.92,HP 15S-FQ1011NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6""",
665.14,HP 15S-FQ1011NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6"" Reacondicionado",
499.0,HP 15S-FQ1040NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
699.0,HP 15S-FQ1040NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" + Windows 10 Pro",
470.29,HP 15S-FQ1040NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",
599.0,HP 15S-FQ1041NS,Intel Core i5-1035G1,396,16 GB,1TB SSD,"15.6""",
564.39,HP 15S-FQ1041NS,Intel Core i5-1035G1,396,16 GB,1TB SSD,"15.6"" Reacondicionado",
585.0,HP 15S-FQ1048NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
547.49,HP 15S-FQ1048NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6"" Reacondicionado",
580.59,HP 15S-FQ1051NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
854.0,HP 15S-FQ1053NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6""",
654.74,HP 15S-FQ1053NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6"" Reacondicionado",
499.0,HP 15S-FQ1120NS,Intel Core i5-1035G1,396,8 GB,512GB SSD,"15.6""",
599.0,HP 15S-FQ1121NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"15.6""",
472.59,HP 240 G6,Intel Core i5-7200U,991,4 GB,256GB SSD,"15.6""",
547.59,HP 240 G6,Intel Core i5-7200U,991,8 GB,1TB,"14""",
509.0,HP 240 G6,Intel Core i5-7200U,991,8 GB,256GB SSD,"14""",
309.0,HP 240 G7,Intel Celeron N4000,1531,8 GB,128GB SSD,"14""",
296.89,HP 240 G7,Intel Celeron N4000,1531,8 GB,128GB SSD,"14"" Reacondicionado",
431.59,HP 240 G7,Intel Core i3-7020U,1167,8 GB,128GB SSD,"14""",
437.6,HP 240 G7,Intel Core i3-7020U,1167,8 GB,1TB,"14""",
364.09,HP 240 G7,Intel Core i3-7020U,1167,8 GB,1TB,"14"" Reacondicionado",
502.6,HP 240 G7,Intel Core i3-7020U,1167,8 GB,256GB SSD,"14""",
545.0,HP 240 G7,Intel Core i5-8265,"[[548, 'Intel Core i5-8265U'], [526, 'Intel Core i5-8365U']]",8 GB,1TB,"14""",
424.59,HP 250 G6,Intel Core i3-7020U,1167,8 GB,1TB,"15.6""",
220.58,HP 250 G7,Intel Celeron N4000,1531,4 GB,120GB SSD,"15.6""",
350.59,HP 250 G7,Intel Core i3-7020U,1167,4 GB,1TB,"15.6""",
319.0,HP 250 G7,Intel Core i3-7020U,1167,4 GB,256GB SSD,"15.6""",
312.54,HP 250 G7,Intel Core i3-7020U,1167,4 GB,500 GB,"15.6"" Reacondicionado",
367.74,HP 250 G7,Intel Core i3-7020U,1167,8 GB,1TB,"15.6"" Reacondicionado",
408.59,HP 250 G7,Intel Core i3-8130U,904,8 GB,256GB SSD,"15.6""",
421.59,HP 250 G7,Intel Core i5-8265U,548,4 GB,500 GB,"15.6""",
379.49,HP 250 G7,Intel Core i5-8265U,548,4 GB,500GB,"15.6"" Reacondicionado",
595.59,HP 250 G7,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6""",
509.69,HP 250 G7,Intel Core i7-8565U,508,8 GB,256GB SSD,"15.6"" Reacondicionado",
274.59,HP 255 G7,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,128GB SSD,"15.6""",
319.0,HP 255 G7,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",8 GB,256GB SSD,"15.6""",
301.84,HP 255 G7,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",8 GB,256GB SSD,"15.6"" Reacondicionado",
399.0,HP 255 G7,AMD Ryzen 3 2200U,941,8 GB,256 GB SSD,"15.6""",
364.94,HP 255 G7,AMD Ryzen 3 2200U,941,8 GB,256 GB SSD,"15.6"" Reacondicionado",
498.59,HP 255 G7,AMD Ryzen 5 2500U,523,8 GB,256 GB SSD,"15.6""",
462.19,HP 255 G7,AMD Ryzen 5 2500U,523,8 GB,256 GB SSD,"15.6"" Reacondicionado",
549.0,HP 255 G7,AMD Ryzen 5 2500U,523,8 GB,256GB SSD,"15.6""",
430.74,HP 255 G7,AMD Ryzen 5 2500U,523,8 GB,256GB SSD,"15.6"" Reacondicionado",
541.59,HP 255 G7,AMD Ryzen 5 PRO 2500U,524,8 GB,256GB SSD,"15.6""",
539.6,HP Chromebook x360 11 G1 EE,Intel Celeron N3350,1663,4 GB,32GB eMMC,"11.6"" Táctil",
448.14,HP Chromebook x360 11 G1 EE,Intel Celeron N3350,1663,8 GB,64GB eMMC,"11.6"" Táctil",
346.44,HP Chromebook x360 11 G1 EE,Intel Celeron N3350,1663,8 GB,64GB eMMC,"11.6"" Táctil Reacondicionado",
329.59,HP Chromebook x360 11 G1,Intel Celeron N3350,1663,4 GB,32GB,"11.6"" Táctil",
332.81,HP Chromebook x360 11 G2 EE,Intel Celeron N4000,1531,4 GB,32GB eMMC,"11.6"" Táctil",
839.0,HP ENVY 13-AQ0000NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3""",
741.69,HP Envy 13-AQ0008NS,Intel Core i5-8265U,548,8 GB,256GB SSD,"13.3"" Plata Reacondicionado",MX250
763.64,HP ENVY 13-AQ1004NS,Intel Core i5-10210U,513,8 GB,256GB SSD,"13.3"" Reacondicionado",MX250
364.45,HP Laptop 15-da1023np,Intel Core i3-8145U,912,4 GB,128GB SSD,"15.6"" (PT) Reacondicionado",
523.59,HP Notebook 14S-DQ1006NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"14"" Reacondicionado",
599.0,HP Notebook 14S-DQ1023NS,Intel Core i7-1065G7,312,8 GB,512GB SSD,"14""",
407.59,Hp Notebook 15-AY078NS,Intel Core i3-6006U,1245,4 GB,500GB,"15.6""",
321.59,HP NoteBook 15-BS198NS,Intel Core i3-5005U,1308,4 GB,500 GB,"15.6""",
358.6,HP Notebook 15-BS199NS,Intel Core i3-5005U,1308,4 GB,1TB,"15.6""",
247.59,HP Notebook 15-DA0004NS,Intel Celeron N4000,1531,4 GB,500GB,"15.6""",
309.0,HP Notebook 15-DA0005NS,Intel Celeron N4000,1531,4 GB,128GB SSD,"15.6""",
334.59,HP Notebook 15-DA0015NS,Intel Core i3-7020U,1167,4 GB,500GB,"15.6""",
290.64,HP Notebook 15-DA0015NS,Intel Core i3-7020U,1167,4 GB,500GB,"15.6"" Reacondicionado",
322.59,HP Notebook 15-DA0016NS,Intel Core i3-7020U,1167,4 GB,500GB,"15.6""",
481.59,HP Notebook 15-DA0023NS,Intel Core i3-7020U,1167,8 GB,500GB,"15.6""",
459.0,HP Notebook 15-DA0037NS,Intel Core  i5-8250U,"[[572, 'Intel Core i5-8250U'], [514, 'Intel Core i5-8350U']]",4 GB,500GB,"15.6""",
657.59,HP Notebook 15-DA0069NS,Intel Core i7-8550U,590,8 GB,1TB,"15.6""",
697.59,HP Notebook 15-DA0073NS,Intel Core i7-8550U,590,8 GB,1TB,"15.6""",MX 130
358.99,HP Notebook 15-DA0121NS,Intel Celeron N4000,1531,8 GB,256GB SSD,"15.6""",
632.59,HP NoteBook 15-DA0122NS,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6""",
550.74,HP NoteBook 15-DA0122NS,Intel Core i7-8550U,590,8 GB,256GB SSD,"15.6"" Reacondicionado",
765.83,HP Notebook 15-DA0125NS,Intel Core i7-8550U,590,8 GB,1TB,"15.6""",MX130
649.0,HP Notebook 15-DA0138NS,Intel Core i7-7500U,937,8 GB,256GB SSD,"15.6""",
501.85,HP NoteBook 15-DA0144NS,Intel Core i3-7020U,1167,12 GB,1TB,"15.6""",
695.59,HP Notebook 15-DA0149NS,Intel Core i7-7500U,937,12 GB,256GB SSD,"15.6""",
600.58,HP Notebook 15-DA0165NS,Intel Core i3-7020U,1167,8 GB,1TB+256GB SSD,"15.6""",
272.59,HP Notebook 15-DA0172NS,Intel Celeron N4000,1531,4 GB,128GB SSD,"15.6""",
349.0,HP Notebook 15-DA0244NS,Intel Core i3-7020U,1167,8 GB,512GB SSD,"15.6""",
308.24,HP Notebook 15-DA0255NS,Intel Celeron N4000,1531,8 GB,256GB SSD,"15.6"" Reacondicionado",
415.59,HP Notebook 15-DA0740NS,Intel Core i5-7200U,991,8 GB,500GB,"15.6""",
659.0,HP NoteBook 15-DA1008NS,Intel Core i5-8265U,548,8 GB,1TB+128GB SSD,"15.6""",MX110
525.69,HP NoteBook 15-DA1008NS,Intel Core i5-8265U,548,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",MX110
718.45,HP NoteBook 15-DA2012NS,Intel Core i7-10510U,438,8 GB,256GB SSD,"15.6""",MX130
453.59,HP Notebook 15-DB0026NS,AMD Ryzen 3 2200U,941,8 GB,1TB,"15.6""",
289.0,HP NoteBook 15-DB0055NS,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,128GB SSD,"15.6""",
239.0,HP NoteBook 15-DB0066NS,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,128GB SSD,"15.6""",
372.6,HP Notebook 15-DB0078NS,AMD A9-9425,1505,8 GB,1TB,"15.6""",
388.59,HP NoteBook 15-DB0085NS,AMD A4-9425,"[[1505, 'AMD A9-9425'], [1516, 'AMD A9-9420']]",8 GB,256GB SSD,"15.6""",
289.0,HP NoteBook 15-DB0092NS,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,1TB,"15.6""",
349.0,HP NoteBook 15-DB0154NS,Intel Celeron N4000,1531,8 GB,128GB SSD,"15.6""",
439.0,HP NoteBook 15-DB0157NS,Intel Core i3-7100U,1109,8 GB,128GB SSD,"15.6""",
379.0,HP Notebook 15-DB1000NS,AMD Ryzen 3 3200U,857,8 GB,1TB,"15.6""",
340.24,HP Notebook 15-DB1000NS,AMD Ryzen 3 3200U,857,8 GB,1TB,"15.6"" Reacondicionado",
409.0,HP NoteBook 15-DB1002NS,AMD Ryzen 3 3200U,857,8 GB,256GB SSD,"15.6""",
698.99,HP Notebook 15S-FQ1043NS,Intel Core i7-1065G7,312,16 GB,1TB SSD,"15.6""",
756.59,HP NoteBook 17-BY0006NS,Intel Core i5-8265U,548,8 GB,1TB,"17.3""",Radeon 520
471.59,HP Notebook 17-CA1001NS,AMD Ryzen 3 3200U,857,8 GB,1TB,"17.3"" Reacondicionado",
439.0,HP Notebook 250 G6,Intel Core i3-6006U,1245,8 GB,128GB SSD,"15.6""",
495.59,HP Notebook 250 G6,Intel Core i3-7020U,1167,4 GB,128GB SSD,"15.6""",
365.59,HP Notebook 250 G6,Intel Core i3-7020U,1167,4 GB,500GB,"15.6""",
392.58,HP Notebook 250 G6,Intel Core i3-7020U,1167,8 GB,256SSD,"15.6""",
490.59,HP Notebook 250 G6,Intel Core i5-7200U,991,8 GB,256GB SSD,"15.6""",
410.44,HP Notebook 250 G7,Intel Core i3-7020U,1167,8 GB,256 SSD,"15.6"" Reacondicionado",
224.55,HP Notebook 255 G6,AMD E2-9000e,"[[1749, 'AMD E2-9000'], [1746, 'AMD E2-9010']]",4 GB,1TB,"15.6"" Reacondicionado",
216.09,HP Notebook 255 G7,AMD A4-9125,"[[1634, 'AMD A4-9120'], [1447, 'AMD A4-1250']]",4 GB,1 TB,"15.6"" Reacondicionado",
1199.0,HP OMEN 15-DC0000NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1060
1544.09,HP OMEN 15-DC0003NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX 2070
805.04,HP OMEN 15-DC0007NS,Intel Core i7-8750H,274,12 GB,1TB+128GB SSD,"15.6"" Reacondicionado",GTX 1050
988.99,HP OMEN 15-DC0009NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1050
1548.99,HP OMEN 15-DC0012NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1060
1499.0,HP OMEN 15-DC0013NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1060
1098.99,HP OMEN 15-DC0014NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",GTX 1050
827.69,HP OMEN 15-DC0014NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1050
999.0,HP OMEN 15-DC0017NS,Intel Core i7-8750H,274,8 GB,1TB+256GB SSD,"15.6""",GTX 1050
791.24,HP OMEN 15-DC0019NS,Intel Core i7-8750H,274,8 GB,1TB+128GB SSD,"15.6"" Reacondicionado",GTX 1050
939.59,HP OMEN 15-DC0022NS,Intel Core i5-8300H,414,12 GB,1TB+128GB SSD,"15.6""",GTX1050
1249.0,HP OMEN 15-DC0046NS,Intel Core i7-8750H,274,16 GB,1TB+512GB SSD,"15.6""",GTX 1050Ti
886.09,HP OMEN 15-DC0046NS,Intel Core i7-8750H,274,16 GB,1TB+512GB SSD,"15.6"" Reacondicionado",GTX 1050Ti
1082.59,HP OMEN 15-DC1000NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX 2060
1599.0,HP OMEN 15-DC1002NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6""",RTX 2060
1254.59,HP OMEN 15-DC1002NS,Intel Core i7-8750H,274,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX 2060
1078.59,HP OMEN 15-DC1013NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1049.0,HP OMEN 15-DC1017NS,Intel Core i5-9300H,376,16 GB,1TB+256GB SSD,"15.6""",GTX 1650
1242.49,HP Omen 15-DC1020NS,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660
1242.49,HP OMEN 15-DC1032NS,Intel Core i7-9750H,229,32 GB,1TB+512GB SSD,"15.6"" Reacondicionado",GTX 1650
982.34,HP OMEN 15-DC1036NS,Intel Core i7-9750H,229,16 GB,1TB SSD,"15.6"" Reacondicionado",GTX 1660Ti
1599.0,HP OMEN 15-DH0000NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6""",GTX 1660Ti
1434.44,HP OMEN 15-DH0006NS,Intel Core i7-9750H,229,16 GB,1TB+256GB SSD,"15.6"" Reacondicionado",RTX 2070
